Condensed Consolidated Statements of Cash Flows - USD ($),"Sep. 30, 2023","Mar. 31, 2023","Sep. 30, 2022","Mar. 31, 2022","Sep. 30, 2023","Sep. 30, 2022","Dec. 31, 2022"
Net loss,"$ (111,974,000)","$ (90,732,000)","$ (117,705,000)","$ (125,367,000)","$ (273,576,000)","$ (407,464,000)",0
